project_name,filename,filepath,commit_id,parent_commit,#different_loc
Openmicroscopy,HACKING.txt,docs/HACKING.txt,026f330f12,9570ef7419,73
Openmicroscopy,hibernate.xml,components/server/web/WEB-INF/hibernate.xml,1cb5fafb45,bde919057a,2
Openmicroscopy,HierarchyBrowsingView.java,SRC/org/openmicroscopy/shoola/env/data/views/HierarchyBrowsingView.java,2880e77547,bf09ce283d,13
Openmicroscopy,Images_From_ROIs.py,components/tools/OmeroPy/scripts/omero/util_scripts/Images_From_ROIs.py,dc79bd0db3,a8ed540925,12
Openmicroscopy,IntensityValuesDialog.java,SRC/org/openmicroscopy/shoola/agents/measurement/view/IntensityValuesDialog.java,52d1aeb940,2f64b00b79,10
Openmicroscopy,layout.css,components/tools/OmeroWeb/omeroweb/webclient/static/webclient/css/layout.css,d85d0f8045,c7eaf66080,52
Openmicroscopy,LayoutFactory.java,SRC/org/openmicroscopy/shoola/agents/hiviewer/layout/LayoutFactory.java,e5924527fa,8eee37fac5,2
Openmicroscopy,LightAdminRolesTest.java,components/tools/OmeroJava/test/integration/LightAdminRolesTest.java,30c714a74e,2d9e014ce8,10
Openmicroscopy,login.html,components/tools/OmeroWeb/omeroweb/webadmin/templates/webadmin/login.html,f5b3ad5dfc,2972c25eff,3
Openmicroscopy,ManagedRepositoryTest.java,components/tools/OmeroJava/test/integration/ManagedRepositoryTest.java,c674ea575d,f1bd8e4ebf,17
Openmicroscopy,OMERO3__5__data.sql,sql/psql/OMERO3__5__data.sql,c2ceaff4fc,29607e7503,5
Openmicroscopy,parameters.cpp,components/tools/OmeroCpp/test/unit/parameters.cpp,8d69a7f72a,58a4c504e9,19
Openmicroscopy,PixelsData.java,components/blitz/src/pojos/PixelsData.java,9956ac2d54,6965ca225a,60
Openmicroscopy,Pojo.template,Xml/xsd-fu/trunk/templates/Pojo.template,c012f37d2c,714f6caf29,17
Openmicroscopy,ReclassifyImages.java,SRC/org/openmicroscopy/shoola/agents/classifier/events/ReclassifyImages.java,41a49c76f0,580456d8d5,2
Openmicroscopy,RepositoryDaoImpl.java,components/blitz/src/ome/services/blitz/repo/RepositoryDaoImpl.java,289626d77a,5bf7ef4582,51
Openmicroscopy,ROIReader.java,components/insight/SRC/org/openmicroscopy/shoola/util/roi/io/ROIReader.java,bb6b6f111d,802a1d6f1c,4
Openmicroscopy,SelectionWizardUI.java,components/insight/SRC/org/openmicroscopy/shoola/agents/util/SelectionWizardUI.java,b6d53a2abb,0f9b8963f3,48
Openmicroscopy,TestCompositeBatchCall.java,TEST/org/openmicroscopy/shoola/env/data/views/TestCompositeBatchCall.java,0243fdd2ba,e5924527fa,2
Openmicroscopy,TinyFrame.java,SRC/org/openmicroscopy/shoola/agents/hiviewer/tframe/TinyFrame.java,4da8ad4a2d,f030b53780,11
Openmicroscopy,TreeViewNode.java,SRC/org/openmicroscopy/shoola/agents/hiviewer/treeview/TreeViewNode.java,7f25de5c43,a8f6889481,7
Openmicroscopy,UpdateFilter.java,components/server/src/ome/tools/hibernate/UpdateFilter.java,0039ef3c66,985ebdd8ee,3
