,project_name,filename,filepath,commit_id,parent_commit,filenumber,#different_loc
22,WordPress Android,MediaGridAdapter.java,WordPress/src/main/java/org/wordpress/android/ui/media/MediaGridAdapter.java,bbb14b9f1c,f6dfe991ff,16577,116
23,WordPress Android,MediaGridFragment.java,WordPress/src/main/java/org/wordpress/android/ui/media/MediaGridFragment.java,39cc123910,ce5d91bde4,36538,54
24,WordPress Android,MediaPreviewActivity.java,WordPress/src/main/java/org/wordpress/android/ui/media/MediaPreviewActivity.java,42d683d7c2,ca9948ec54,2402,45
25,WordPress Android,MediaUploadService.java,WordPress/src/main/java/org/wordpress/android/ui/media/services/MediaUploadService.java,60203060f7,59a1cc8e21,27174,9
26,WordPress Android,MySiteFragment.java,WordPress/src/main/java/org/wordpress/android/ui/main/MySiteFragment.java,545a6b59e9,871590ce14,33861,53
27,WordPress Android,NotificationsActivity.java,src/org/wordpress/android/ui/notifications/NotificationsActivity.java,52d140158d,b935f694d8,46954,69
28,WordPress Android,NotificationsDetailActivity.java,WordPress/src/main/java/org/wordpress/android/ui/notifications/NotificationsDetailActivity.java,61b4f76f1f,99c1dba0ad,19367,66
29,WordPress Android,PlansActivity.java,WordPress/src/main/java/org/wordpress/android/ui/plans/PlansActivity.java,f48f9f7f44,42b8b7b613,24859,105
30,WordPress Android,Post.java,src/org/wordpress/android/models/Post.java,cba9acd129,8f6707db01,43054,8
31,WordPress Android,PostPreviewActivity.java,WordPress/src/main/java/org/wordpress/android/ui/posts/PostPreviewActivity.java,2118626497,2af8988d1c,17481,26
32,WordPress Android,PostViewsModel.java,WordPress/src/main/java/org/wordpress/android/ui/stats/models/PostViewsModel.java,fff8b132ac,05e01003d2,38017,15
33,WordPress Android,PostsListAdapter.java,WordPress/src/main/java/org/wordpress/android/ui/posts/adapters/PostsListAdapter.java,16d14c1a6b,dd046e5f92,32313,60
34,WordPress Android,PostsListAdapter.java,WordPress/src/main/java/org/wordpress/android/ui/posts/adapters/PostsListAdapter.java,2f9b731165,9200bbeff0,33134,434
35,WordPress Android,PostsListFragment.java,WordPress/src/main/java/org/wordpress/android/ui/posts/PostsListFragment.java,65863e83d2,ccfefe6478,33571,49
36,WordPress Android,PublicizeAccountChooserDialogFragment.java,WordPress/src/main/java/org/wordpress/android/ui/publicize/PublicizeAccountChooserDialogFragment.java,5472f16485,23b4fe9fa3,23238,75
37,WordPress Android,ReaderActivity.java,src/org/wordpress/android/ui/reader/ReaderActivity.java,e9e2b779d6,8698b0de93,47628,337
38,WordPress Android,ReaderPostAdapter.java,WordPress/src/main/java/org/wordpress/android/ui/reader/adapters/ReaderPostAdapter.java,284caf89cf,7611bf0bd8,22215,50
39,WordPress Android,ReaderPostAdapter.java,WordPress/src/main/java/org/wordpress/android/ui/reader/adapters/ReaderPostAdapter.java,2fba3bd280,946188beb9,31403,24
40,WordPress Android,ReaderPostListFragment.java,WordPress/src/main/java/org/wordpress/android/ui/reader/ReaderPostListFragment.java,755fb7bc80,0d9cb12376,37517,10
41,WordPress Android,ReaderPostListFragment.java,src/org/wordpress/android/ui/reader/ReaderPostListFragment.java,8119eb1864,53f911b4a6,45740,4
42,WordPress Android,ReaderPostListFragment.java,WordPress/src/main/java/org/wordpress/android/ui/reader/ReaderPostListFragment.java,a78fd060bf,b75748b91a,36378,41
43,WordPress Android,ReaderPostPagerActivity.java,WordPress/src/main/java/org/wordpress/android/ui/reader/ReaderPostPagerActivity.java,4a413cf758,db88b989dd,41945,45
44,WordPress Android,SingleLineListFragment.java,src/org/wordpress/android/ui/notifications/SingleLineListFragment.java,257fe4e275,ca80358922,53281,32
45,WordPress Android,SitePickerActivity.java,WordPress/src/main/java/org/wordpress/android/ui/SitePickerActivity.java,affb16f699,1fed16ab64,37131,13
46,WordPress Android,StatsBarGraphFragment.java,WordPress/src/main/java/org/wordpress/android/ui/stats/StatsBarGraphFragment.java,88921b4d33,2daa6273c1,42615,98
47,WordPress Android,StatsReferrersFragment.java,WordPress/src/main/java/org/wordpress/android/ui/stats/StatsReferrersFragment.java,8537872035,2593ce8fca,30025,15
48,WordPress Android,StatsReferrersFragment.java,WordPress/src/main/java/org/wordpress/android/ui/stats/StatsReferrersFragment.java,966863a194,17cd5cd483,39901,176
49,WordPress Android,StatsService.java,WordPress/src/main/java/org/wordpress/android/ui/stats/service/StatsService.java,0716acbc3a,db3699b6c3,1771,15
50,WordPress Android,StatsService.java,WordPress/src/main/java/org/wordpress/android/ui/stats/service/StatsService.java,3c2109b599,f68587e29d,40353,348
51,WordPress Android,StatsTagsAndCategoriesFragment.java,WordPress/src/main/java/org/wordpress/android/ui/stats/StatsTagsAndCategoriesFragment.java,9303a8c6b8,6502064592,38520,253
52,WordPress Android,StatsVisitorsAndViewsFragment.java,WordPress/src/main/java/org/wordpress/android/ui/stats/StatsVisitorsAndViewsFragment.java,2bc3e44f08,f872216a40,2663,167
53,WordPress Android,ThemeBrowserActivity.java,WordPress/src/main/java/org/wordpress/android/ui/themes/ThemeBrowserActivity.java,63d4f695a8,9a27aec56a,31558,260
54,WordPress Android,ThemeSearchFragment.java,WordPress/src/main/java/org/wordpress/android/ui/themes/ThemeSearchFragment.java,089118bf50,b604361431,30627,35
55,WordPress Android,UploadService.java,WordPress/src/main/java/org/wordpress/android/ui/uploads/UploadService.java,c5d0fff907,446cd39bda,7206,12
56,WordPress Android,WordPressDB.java,src/org/wordpress/android/WordPressDB.java,45da180b30,c0beae0b00,51618,15
57,WordPress Android,WordPressDB.java,src/org/wordpress/android/WordPressDB.java,76db30d885,ae76461dc9,52944,46
58,WordPress Android,WordPressDB.java,WordPress/src/main/java/org/wordpress/android/WordPressDB.java,7ab1c3e772,e16e0d9560,31284,84
59,WordPress Android,WordPressMediaUtils.java,WordPress/src/main/java/org/wordpress/android/ui/media/WordPressMediaUtils.java,4ac632d4b5,613f103a2a,34355,95
60,WordPress Android,build.gradle,WordPress/build.gradle,1b73112a48,5045d6e14c,12129,21
61,WordPress Android,build.gradle,build.gradle,96402e9c17,975e0ed40e,49348,11
62,WordPress Android,build.gradle,build.gradle,afec115e1a,aef1f28f08,42712,162
63,WordPress Android,comment_detail_fragment.xml,res/layout/comment_detail_fragment.xml,e3c03f9430,8149919bce,47980,117
64,WordPress Android,editPost.java,src/org/wordpress/android/editPost.java,d4d7798feb,43ba7b5b0d,57142,7
65,WordPress Android,media_settings_activity.xml,WordPress/src/main/res/layout/media_settings_activity.xml,d1059f57ad,0397d4a551,8657,18
66,WordPress Android,moderateCommentsTab.java,src/org/wordpress/android/moderateCommentsTab.java,698ead07db,7c5905037a,57912,88
67,WordPress Android,plugin_detail_activity.xml,WordPress/src/main/res/layout/plugin_detail_activity.xml,57daddc408,c9da9f34c8,7224,61
68,WordPress Android,reader_blog_info_view.xml,WordPress/src/main/res/layout/reader_blog_info_view.xml,51afbc3f81,54a2e1b226,42082,36
69,WordPress Android,stats_expandable_list_fragment.xml,WordPress/src/main/res/layout/stats_expandable_list_fragment.xml,62d635c537,cc2a0a8328,38391,36
70,WordPress Android,stats_list_cell.xml,res/layout/stats_list_cell.xml,578f3d3dec,8395cc7547,47154,37
71,WordPress Android,strings.xml,res/values-it/strings.xml,0ea63b32cc,8d30f5c30f,45017,238
72,WordPress Android,strings.xml,WordPress/src/main/res/values-fr/strings.xml,1a8fa654f0,f17aa0be03,16910,796
73,WordPress Android,strings.xml,WordPress/src/main/res/values-th/strings.xml,1d11fa7c50,1fb44d273f,21050,923
74,WordPress Android,strings.xml,WordPress/src/main/res/values-de/strings.xml,28cea190a7,300a6dc696,8024,857
75,WordPress Android,strings.xml,WordPress/src/main/res/values-az/strings.xml,2fe52ba417,7b72f6afe2,25117,341
76,WordPress Android,strings.xml,WordPress/src/main/res/values-gd/strings.xml,2fe52ba417,7b72f6afe2,25131,396
77,WordPress Android,strings.xml,WordPress/src/main/res/values-el/strings.xml,76e3b66513,8258a0184a,13949,850
78,WordPress Android,strings.xml,WordPress/src/main/res/values-pl/strings.xml,a8b2f2e027,28cea190a7,8014,858
79,WordPress Android,strings.xml,WordPress/src/main/res/values-sv/strings.xml,a8b2f2e027,28cea190a7,8016,819
80,WordPress Android,strings.xml,WordPress/src/main/res/values-en-rCA/strings.xml,b890d713c2,ea2d224e5b,13337,1207
81,WordPress Android,strings.xml,WordPress/src/main/res/values-ru/strings.xml,b962fb7e1e,9af1484bb8,14775,770
82,WordPress Android,strings.xml,WordPress/src/main/res/values-tr/strings.xml,eff9dcd83d,2618187ccb,18357,1112
83,WordPress Android,strings.xml,WordPress/src/main/res/values-sv/strings.xml,ffb28185c5,b0540cdb11,15234,1019
84,WordPress Android,viewComment.java,src/org/wordpress/android/viewComment.java,560bff6e56,4c501859a3,57659,19
85,Butterknife,AllTheThingsTest.java,butterknife/src/test/java/butterknife/internal/AllTheThingsTest.java,ec778ad8cb,7f0f4f09d0,1258,29
86,Butterknife,BindingClass.java,butterknife-compiler/src/main/java/butterknife/compiler/BindingClass.java,8d7f081b80,a41f025250,531,3
87,CrateDB,AssertingLeafReader.java,sql/src/test/java/org/apache/lucene/index/AssertingLeafReader.java,01fceb3e62,e931f63575,3072,617
88,CrateDB,BlobRecoverySource.java,blob/src/main/java/org/elasticsearch/indices/recovery/BlobRecoverySource.java,930aa57042,0f9fba25fe,27760,336
89,CrateDB,BulkShardProcessor.java,sql/src/main/java/org/elasticsearch/action/bulk/BulkShardProcessor.java,3fe0ab62e7,f870f8fff5,34431,119
90,CrateDB,CHANGES.txt,CHANGES.txt,a855d66ba7,5795826cee,15659,46
91,CrateDB,CHANGES.txt,CHANGES.txt,dc1dd02f3a,3d2fa0d197,39663,2
92,CrateDB,CopyIntegrationTest.java,sql/src/test/java/io/crate/integrationtests/CopyIntegrationTest.java,cc6c3f91fd,2a5853f5f9,19599,64
93,CrateDB,CrateCircuitBreakerService.java,sql/src/main/java/io/crate/breaker/CrateCircuitBreakerService.java,7c1133685b,8a87f14839,10992,140
94,CrateDB,CreateTableAnalysis.java,sql/src/main/java/io/crate/analyze/CreateTableAnalysis.java,cfc3344f44,7740b54c74,34807,199
95,CrateDB,DistanceFunctionTest.java,sql/src/test/java/io/crate/operation/scalar/geo/DistanceFunctionTest.java,f156649432,b11237d696,34619,18
96,CrateDB,Filter.java,sql/src/main/java/io/crate/planner/operators/Filter.java,e42a78dddf,5b608408a3,2198,5
97,CrateDB,InformationSchemaService.java,sql/src/main/java/org/cratedb/service/InformationSchemaService.java,2e2d9818e2,3f3a32e71d,43042,116
98,CrateDB,InvalidTableNameException.java,sql/src/main/java/io/crate/exceptions/InvalidTableNameException.java,10d27642a7,d332c537f8,8688,2
99,CrateDB,JobExecutionContextTest.java,sql/src/test/java/io/crate/jobs/JobExecutionContextTest.java,a4ae4d2728,bc1bf17883,25030,11
100,CrateDB,PartitionName.java,core/src/main/java/io/crate/PartitionName.java,1010c5660d,93fd9c140a,31420,108
101,CrateDB,PlanNode.java,sql/src/main/java/io/crate/planner/plan/PlanNode.java,1129cd26ec,83095cecca,40730,24
102,CrateDB,Planner.java,sql/src/main/java/io/crate/planner/Planner.java,acbaa867eb,0026bd1560,31334,230
103,CrateDB,PlannerTest.java,sql/src/test/java/io/crate/planner/PlannerTest.java,411367755f,8.31E+14,31351,166
104,CrateDB,QueryStats.java,enterprise/jmx-monitoring/src/main/java/io/crate/beans/QueryStats.java,c5d73ef825,f5238b3023,544,45
105,CrateDB,RegexMatcherTest.java,sql/src/test/java/io/crate/operation/scalar/regex/RegexMatcherTest.java,af282bc90d,6750b8bdaf,33022,7
106,CrateDB,RelationNormalizer.java,sql/src/main/java/io/crate/analyze/relations/RelationNormalizer.java,8c761ca341,c8884e4b55,10797,346
107,CrateDB,SQLGrammarTokenManager.java,sql/src/main/java/org/cratedb/sql/parser/parser/SQLGrammarTokenManager.java,b488e2df06,ec00dff5e9,43114,1946
108,CrateDB,SQLTransportExecutor.java,sql/src/test/java/io/crate/testing/SQLTransportExecutor.java,383d390614,5b458889d8,26787,35
109,CrateDB,Statement.g,sql-parser/src/main/java/io/crate/sql/parser/Statement.g,446549829,c5f5677a94,35270,68
110,CrateDB,TransportSQLActionTest.java,sql/src/test/java/org/cratedb/integrationtests/TransportSQLActionTest.java,7d5e914b76,795d5d1e24,44000,36
111,CrateDB,TransportSQLReduceHandler.java,sql/src/main/java/org/cratedb/action/TransportSQLReduceHandler.java,3d976f8fc5,09f2ab9d81,41988,104
112,CrateDB,UpdateConsumer.java,sql/src/main/java/io/crate/planner/consumer/UpdateConsumer.java,09443007c1,67a694a70b,19903,8
113,CrateDB,build.gradle,sql/build.gradle,ef1e9b5904,79efedd0b4,43681,6
114,CrateDB,set.txt,docs/sql/reference/set.txt,0413cdeec2,d16c593a7a,33397,188
115,JabRef,BasePanel.java,src/java/net/sf/jabref/BasePanel.java,e3c653c505,f475a2472e,55636,51
116,JabRef,complex.bib,src/test/resources/testbib/complex.bib,fbc57073f6,8980713f22,2239,36
117,JabRef,DoiResolutionTest.java,src/test/java/org/jabref/logic/importer/fetcher/DoiResolutionTest.java,9e2c010ba6,9475442557,3668,5
118,JabRef,DroppedFileHandler.java,src/java/net/sf/jabref/external/DroppedFileHandler.java,c4919c4172,c541f1b0e0,50684,379
119,JabRef,EntryEditor.java,src/java/net/sf/jabref/EntryEditor.java,76773e6892,c147cc922b,53591,1437
120,JabRef,EntryTableModel.java,src/java/net/sf/jabref/EntryTableModel.java,a7808fe7d4,51f5b9419e,51971,24
121,JabRef,EntryTableTransferHandler.java,src/java/net/sf/jabref/groups/EntryTableTransferHandler.java,9ff174146a,0d00a26278,50726,2
122,JabRef,ExternalTab.java,src/main/java/net/sf/jabref/ExternalTab.java,0f0aa00483,01641580cf,38254,35
123,JabRef,GroupsHelp.html,src/help/GroupsHelp.html,3688e97895,08013bce48,52369,239
124,JabRef,GUIGlobals.java,src/java/net/sf/jabref/GUIGlobals.java,edb018546a,f0bc829308,55981,39
125,JabRef,ImportFormats.java,src/main/java/net/sf/jabref/gui/importer/ImportFormats.java,06d0753b8f,63baf6f442,15547,19
126,JabRef,ImportMenuItem.java,src/main/java/net/sf/jabref/importer/ImportMenuItem.java,e7d56051ef,ca4e82979c,31753,2
127,JabRef,JabRef_de.properties,src/main/resources/l10n/JabRef_de.properties,7a6b7692da,0ee9f00064,6105,30
128,JabRef,JabRef_en.properties,src/resource/JabRef_en.properties,a4617e92f5,6217d73cdb,44292,38
129,JabRef,JabRef_es.properties,src/main/resources/l10n/JabRef_es.properties,5611ce0bbf,82b5b7cc70,20523,178
130,JabRef,JabRef_fr.properties,src/main/resources/l10n/JabRef_fr.properties,a3d7c504da,1cc3493d9b,10188,13
131,JabRef,JabRef_ja.properties,src/main/resources/l10n/JabRef_ja.properties,4152573bef,a968afc298,12158,457
132,JabRef,JabRef_ja.properties,src/main/resources/l10n/JabRef_ja.properties,42f670237c,00ac6d8b43,3234,17
133,JabRef,JabRef_nl.properties,src/main/resources/l10n/JabRef_nl.properties,8258ddcff6,627f59a687,13306,164
134,JabRef,JabRef_no.properties,src/resource/JabRef_no.properties,0691b7f0fd,3a4695e5ca,44367,342
135,JabRef,JabRef_sv.properties,src/main/resources/l10n/JabRef_sv.properties,4152573bef,a968afc298,12163,2870
136,JabRef,JabRef_tr.properties,src/main/resources/l10n/JabRef_tr.properties,94f3d138ab,e75f6da022,13826,92
137,JabRef,JabRef_zh.properties,src/resource/JabRef_zh.properties,c95b1eaf46,ad7eede90b,45082,519
138,JabRef,JabRefFrame.java,src/main/java/org/jabref/gui/JabRefFrame.java,4e85103a65,26bb54598a,149,1615
139,JabRef,JabRefFrame.java,src/main/java/org/jabref/gui/JabRefFrame.java,d7d00a8f5d,b246b9ce53,2779,135
140,JabRef,JabRefPreferences.java,src/main/java/net/sf/jabref/preferences/JabRefPreferences.java,2e9e7c89f9,a52d657226,9326,254
141,JabRef,ManageJournalsPanel.java,src/java/net/sf/jabref/journals/ManageJournalsPanel.java,8991d4aea7,de70a2e4e5,52015,2
142,JabRef,RegExpFileSearch.java,src/main/java/net/sf/jabref/external/RegExpFileSearch.java,60e554082a,32a64a6e22,20095,6
143,JabRef,RemoteListener.java,src/main/java/net/sf/jabref/remote/RemoteListener.java,3f39d6ccd5,11dbd36f28,37926,69
144,JabRef,RightClickMenu.java,src/java/net/sf/jabref/RightClickMenu.java,a9e89063b1,c6f00894ee,53359,12
145,JabRef,SidePaneManager.java,src/java/net/sf/jabref/SidePaneManager.java,34ffe32ac4,ab2da3bc83,50552,165
146,JabRef,StringAddChange.java,src/java/net/sf/jabref/collab/StringAddChange.java,59850dae3d,16f9c94be1,49127,13
147,Openmicroscopy,AgentEventListener.java,SRC/org/openmicroscopy/shoola/env/event/AgentEventListener.java,0243fdd2ba,e5924527fa,101681,2
148,Openmicroscopy,BorderListener.java,SRC/org/openmicroscopy/shoola/env/ui/tdialog/BorderListener.java,0243fdd2ba,e5924527fa,101740,2
149,Openmicroscopy,BrowserControl.java,SRC/org/openmicroscopy/shoola/agents/imviewer/browser/BrowserControl.java,e5924527fa,8eee37fac5,102222,2
150,Openmicroscopy,ButtonMenu.java,SRC/org/openmicroscopy/shoola/util/ui/ButtonMenu.java,0243fdd2ba,e5924527fa,101828,2
151,Openmicroscopy,CategoryEventHandler.java,SRC/org/openmicroscopy/shoola/agents/browser/ui/CategoryEventHandler.java,580456d8d5,748c1fc6c3,116037,19
152,Openmicroscopy,ChainPaletteCanvas.java,SRC/org/openmicroscopy/shoola/agents/chainbuilder/piccolo/ChainPaletteCanvas.java,0325665c5e,bb508b4a18,114543,29
153,Openmicroscopy,ChannelComponent.java,components/common/src/org/openmicroscopy/omero/model/ChannelComponent.java,c1de1e50e4,c69d196330,111392,32
154,Openmicroscopy,ChannelMetadataLoader.java,SRC/org/openmicroscopy/shoola/agents/hiviewer/ChannelMetadataLoader.java,e5924527fa,8eee37fac5,102010,2
155,Openmicroscopy,ChannelMetadataLoader.java,SRC/org/openmicroscopy/shoola/agents/imviewer/ChannelMetadataLoader.java,e5924527fa,8eee37fac5,102191,2
156,Openmicroscopy,ColoredButton.java,SRC/org/openmicroscopy/shoola/util/ui/ColoredButton.java,0243fdd2ba,e5924527fa,101830,2
157,Openmicroscopy,Colors.java,SRC/org/openmicroscopy/shoola/agents/hiviewer/Colors.java,e5924527fa,8eee37fac5,102012,2
158,Openmicroscopy,ColourSliderUI.java,SRC/org/openmicroscopy/shoola/util/ui/colourpicker/ColourSliderUI.java,0243fdd2ba,e5924527fa,101862,2
159,Openmicroscopy,ContainersManager.java,SRC/org/openmicroscopy/shoola/agents/treeviewer/browser/ContainersManager.java,0243fdd2ba,e5924527fa,101488,2
160,Openmicroscopy,DataFilter.java,SRC/org/openmicroscopy/shoola/agents/dataBrowser/DataFilter.java,631cf62fb7,29d1af182c,90406,12
161,Openmicroscopy,DataManagerCtrl.java,SRC/org/openmicroscopy/shoola/agents/datamng/DataManagerCtrl.java,bd2f75302e,dceffb4051,117546,15
162,Openmicroscopy,DataServicesFactory.java,SRC/org/openmicroscopy/shoola/env/data/DataServicesFactory.java,0243fdd2ba,e5924527fa,101624,2
163,Openmicroscopy,DatasetEditorBar.java,SRC/org/openmicroscopy/shoola/agents/datamng/editors/DatasetEditorBar.java,efeca03dc7,4b0b5cb302,115842,30
164,Openmicroscopy,DBPatchCheck.java,components/server/src/ome/services/util/DBPatchCheck.java,44c92c045d,02a9e19179,82273,2
165,Openmicroscopy,DialogControl.java,SRC/org/openmicroscopy/shoola/env/ui/tdialog/DialogControl.java,0243fdd2ba,e5924527fa,101742,2
166,Openmicroscopy,EmptyIterator.java,components/common/src/ome/util/EmptyIterator.java,b3c826b6ba,4a09d5adc2,108856,2
167,Openmicroscopy,EventMethodInterceptor.java,components/server/src/ome/tools/hibernate/EventMethodInterceptor.java,0b108e0539,db4135820d,106774,9
168,Openmicroscopy,ExecutionsModel.java,SRC/org/openmicroscopy/shoola/agents/executions/ui/model/ExecutionsModel.java,a3137dab26,67e28dac9a,114963,49
169,Openmicroscopy,Executor.java,components/server/src/ome/services/util/Executor.java,bcb0abbadf,c0f9ccbea4,79836,4
170,Openmicroscopy,experimenter_form.html,components/tools/OmeroWeb/omeroweb/webadmin/templates/webadmin/experimenter_form.html,00cf615784,8cf4c317c5,54550,62
171,Openmicroscopy,FilterContext.java,SRC/org/openmicroscopy/shoola/env/data/util/FilterContext.java,71e382cfe7,335461a3bb,90602,25
172,Openmicroscopy,FindPaneUI.java,SRC/org/openmicroscopy/shoola/agents/hiviewer/clipboard/finder/FindPaneUI.java,181dd1b9fe,1f177c3e62,107883,73
173,Openmicroscopy,GraphicsPaneUI.java,SRC/org/openmicroscopy/shoola/agents/imviewer/rnd/GraphicsPaneUI.java,eaf482579d,7cd56ca86c,105674,79
174,Openmicroscopy,GuiCommonElements.java,components/tools/OmeroImporter/src/ome/formats/importer/gui/GuiCommonElements.java,844e0fde44,cb858152d4,62226,11
175,Openmicroscopy,HACKING.txt,docs/HACKING.txt,026f330f12,9570ef7419,111696,73
176,Openmicroscopy,hibernate.xml,components/server/web/WEB-INF/hibernate.xml,1cb5fafb45,bde919057a,111232,2
177,Openmicroscopy,HierarchyBrowsingView.java,SRC/org/openmicroscopy/shoola/env/data/views/HierarchyBrowsingView.java,2880e77547,bf09ce283d,112331,13
178,Openmicroscopy,Images_From_ROIs.py,components/tools/OmeroPy/scripts/omero/util_scripts/Images_From_ROIs.py,dc79bd0db3,a8ed540925,49622,12
179,Openmicroscopy,IntensityValuesDialog.java,SRC/org/openmicroscopy/shoola/agents/measurement/view/IntensityValuesDialog.java,52d1aeb940,2f64b00b79,93791,10
180,Openmicroscopy,layout.css,components/tools/OmeroWeb/omeroweb/webclient/static/webclient/css/layout.css,d85d0f8045,c7eaf66080,1631,52
181,Openmicroscopy,LayoutFactory.java,SRC/org/openmicroscopy/shoola/agents/hiviewer/layout/LayoutFactory.java,e5924527fa,8eee37fac5,102129,2
182,Openmicroscopy,LightAdminRolesTest.java,components/tools/OmeroJava/test/integration/LightAdminRolesTest.java,30c714a74e,2d9e014ce8,2716,10
183,Openmicroscopy,login.html,components/tools/OmeroWeb/omeroweb/webadmin/templates/webadmin/login.html,f5b3ad5dfc,2972c25eff,47739,3
184,Openmicroscopy,ManagedRepositoryTest.java,components/tools/OmeroJava/test/integration/ManagedRepositoryTest.java,c674ea575d,f1bd8e4ebf,3870,17
185,Openmicroscopy,OMERO3__5__data.sql,sql/psql/OMERO3__5__data.sql,c2ceaff4fc,29607e7503,94701,5
186,Openmicroscopy,parameters.cpp,components/tools/OmeroCpp/test/unit/parameters.cpp,8d69a7f72a,58a4c504e9,85330,19
187,Openmicroscopy,PixelsData.java,components/blitz/src/pojos/PixelsData.java,9956ac2d54,6965ca225a,21309,60
188,Openmicroscopy,Pojo.template,Xml/xsd-fu/trunk/templates/Pojo.template,c012f37d2c,714f6caf29,66499,17
189,Openmicroscopy,ReclassifyImages.java,SRC/org/openmicroscopy/shoola/agents/classifier/events/ReclassifyImages.java,41a49c76f0,580456d8d5,116034,2
190,Openmicroscopy,RepositoryDaoImpl.java,components/blitz/src/ome/services/blitz/repo/RepositoryDaoImpl.java,289626d77a,5bf7ef4582,18817,51
191,Openmicroscopy,ROIReader.java,components/insight/SRC/org/openmicroscopy/shoola/util/roi/io/ROIReader.java,bb6b6f111d,802a1d6f1c,10998,4
192,Openmicroscopy,SelectionWizardUI.java,components/insight/SRC/org/openmicroscopy/shoola/agents/util/SelectionWizardUI.java,b6d53a2abb,0f9b8963f3,26789,48
193,Openmicroscopy,TestCompositeBatchCall.java,TEST/org/openmicroscopy/shoola/env/data/views/TestCompositeBatchCall.java,0243fdd2ba,e5924527fa,101912,2
194,Openmicroscopy,TinyFrame.java,SRC/org/openmicroscopy/shoola/agents/hiviewer/tframe/TinyFrame.java,4da8ad4a2d,f030b53780,112393,11
195,Openmicroscopy,TreeViewNode.java,SRC/org/openmicroscopy/shoola/agents/hiviewer/treeview/TreeViewNode.java,7f25de5c43,a8f6889481,95523,7
196,Openmicroscopy,UpdateFilter.java,components/server/src/ome/tools/hibernate/UpdateFilter.java,0039ef3c66,985ebdd8ee,107669,3
197,Openmicroscopy,ZoomOutAction.java,SRC/org/openmicroscopy/shoola/agents/hiviewer/actions/ZoomOutAction.java,e5924527fa,8eee37fac5,102054,2
